id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36702295,Iriya8min|☆Asakusa&Ueno☆|PrivateRoom&Bath|Max4|2A,38047329,Ruiko,,Taito Ku,35.7188,139.79034,Private room,10000,1,20,2020-03-10,0.94,10,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10126号
36702895,Iriya8min|☆Asakusa&Ueno☆|PrivateRoom|Max5|2C,38047329,Ruiko,,Taito Ku,35.71852,139.78952,Private room,7000,1,25,2020-03-17,0.94,10,90,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10126号
36703162,Iriya8min|☆Asakusa&Ueno☆|PrivateRoom|Max5|2D,38047329,Ruiko,,Taito Ku,35.7205,139.79046,Private room,7000,1,28,2019-12-31,1.14,10,90,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10126号
36704334,SHIBUYA DAIICHI 左Left Room Japanese Modern,256531617,旅,,Shibuya Ku,35.66335,139.70419,Entire home/apt,7057,2,34,2020-03-07,1.36,10,120,4,Hotels and Inns Business Act | 渋谷区保健所 | 30渋保生環旅 第31号
36704447,【GoTo】Near Shinjuku/5min St.GoodLocation/FreeWi-Fi,275887146,Hiroko,,Shinjuku Ku,35.72229,139.67852,Entire home/apt,20000,30,28,2019-12-05,1.06,1,214,1,M130018398
36715361,HANABI HOTEL Japanese-style Triple Room,275957554,Hanabi,,Shinjuku Ku,35.70303,139.69948,Private room,13000,1,0,,,8,365,0,Hotels and Inns Business Act | 新宿区保健所 | 22新保衛環第00046号
36717963,池袋駅から1駅！＊MAX3people＊Free Wi-Fi＊5minStation＊,165562023,Sarina,,Toshima Ku,35.72864,139.69272,Entire home/apt,4571,1,10,2020-01-31,0.39,1,178,0,M130018394
36719373,OPEN PRICE❗️IKEBUKURO Area  TATAMI HOUSE with  LOFT,140342229,Marco,,Itabashi Ku,35.74716,139.70308,Entire home/apt,7000,2,13,2020-03-09,0.60,2,88,0,M130000015
36734369,"sale JR koiwa 5mingo ueno,akihabara,asakusa subway",252490870,家家,,Edogawa Ku,35.73781,139.89291,Entire home/apt,14933,15,1,2021-05-31,0.24,20,60,1,M130016153
36775180,【New open】3min walk near sta UenoPark/  Wifi301,16894613,Mieca,,Taito Ku,35.72046,139.78008,Private room,7000,2,29,2020-01-02,1.16,5,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10050号
36783639,5 Min. To Shinjuku Cozy Studio w/ WiFi (Y101),271192264,Tenjin,,Shinjuku Ku,35.69145,139.72747,Entire home/apt,7300,1,15,2019-11-29,0.59,7,365,1,M130028734
36809931,Near JR Ikebukuro Sta./3ppl/WIFI #201,138959233,ちん,,Toshima Ku,35.73151,139.70232,Entire home/apt,3200,2,24,2019-12-14,0.93,5,57,7,M130016882
36811398,Near JR Ikebukuro Station/comfortable apt/WIFI 301,138959233,ちん,,Toshima Ku,35.7328,139.70191,Entire home/apt,8500,2,34,2020-04-24,1.34,5,44,6,M130016883
36811400,池袋站徒步9分/要町站步行2分/超高性价比/舒适住2-3人/超级便利/美食购物精彩万纷 302,138959233,ちん,,Toshima Ku,35.733,139.70038,Entire home/apt,8500,2,41,2020-08-06,1.73,5,46,18,M130016884
36814097,Shinjuku Kabukicho2 / Shinjuku 3min walk,216544001,Anna,,Shinjuku Ku,35.69536,139.70333,Entire home/apt,15643,1,1,2019-10-09,0.04,11,355,0,M130012472
36815083,shijuku sta 4 min train 6 min foot Max 7 people,269158661,Abman,,Shinjuku Ku,35.70698,139.68975,Entire home/apt,4229,2,38,2020-02-27,1.61,1,319,11,Hotels and Inns Business Act | 東京都新宿区保健所 | 31新保衛環第36号
36818885,2BR|Renovated Stylish APT|Central ASAKUSA |WiFi,225976588,Asakusa,,Taito Ku,35.7215,139.79619,Entire home/apt,13571,1,7,2019-12-18,0.27,2,180,0,M130017794
36823206,5 Min. To Shinjuku Cozy Studio w/ WiFi (Y102),271192264,Tenjin,,Shinjuku Ku,35.69017,139.72779,Entire home/apt,7329,1,6,2019-10-12,6,7,365,1,M130028735
36831426,Shinjuku/Shinjuku Kabukicho2 / Shinjuku 3min walk,205906665,Anna,,Shinjuku Ku,35.69536,139.70482,Entire home/apt,28722,1,5,2019-12-26,0.22,9,355,0,M130012472
36831561,101C Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75295,139.69529,Entire home/apt,8786,1,20,2019-09-27,0.76,7,148,0,M130017721
36831596,HANABI HOTEL Japanese-style Single Room,275957554,Hanabi,,Shinjuku Ku,35.70321,139.69753,Private room,8000,1,0,,,8,365,0,Hotels and Inns Business Act | 新宿区保健所 | 22新保衛環第00046号
36832594,HANABI HOTEL Japanese-style Twin Room,275957554,Hanabi,,Shinjuku Ku,35.70321,139.69753,Private room,10000,1,0,,,8,365,0,Hotels and Inns Business Act | 新宿区保健所 | 22新保衛環第00046号
36833706,Chic Large Family Home! Easy access to Akihabara!,252490870,家家,,Taito Ku,35.70226,139.77816,Entire home/apt,4044,1,79,2021-09-07,3.03,20,87,34,M130020539
36847324,New! The Unique temple stay in Central TKO  house,101905582,Otera,,Minato Ku,35.65035,139.75465,Entire home/apt,25886,1,11,2019-09-08,0.43,3,252,2,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生環き　第226号
36848982,【GoTo】Roppongi/Free WIFI/ 5mins to station,276966400,Mutsuka,,Minato Ku,35.66832,139.74016,Entire home/apt,8819,2,30,2020-02-16,1.15,4,332,8,M130015118
36854409,H147【Reduction in Price】Sinjuku6min/sangubashi3min,277006871,Yosuke & Shigeko,,Shibuya Ku,35.67787,139.69222,Entire home/apt,12155,1,58,2020-11-29,2.31,1,160,28,M130018605
36855086,HANABI HOTEL Japanese-style 4 Persons Room,275957554,Hanabi,,Shinjuku Ku,35.70234,139.6982,Private room,16500,1,0,,,8,365,0,Hotels and Inns Business Act | 新宿区保健所 | 22新保衛環第00046号
36855494,HANABI HOTEL Japanese-style 5 Persons Room,275957554,Hanabi,,Shinjuku Ku,35.70303,139.69948,Private room,20000,1,0,,,8,365,0,Hotels and Inns Business Act | 新宿区保健所 | 22新保衛環第00046号
36855785,HANABI HOTEL Japanese-style 6 Persons Room,275957554,Hanabi,,Shinjuku Ku,35.70303,139.69948,Private room,23000,1,0,,,8,365,0,Hotels and Inns Business Act | 新宿区保健所 | 22新保衛環第00046号
36857262,5 Min. To Shinjuku Cozy Studio w/ WiFi (Y202),271192264,Tenjin,,Shinjuku Ku,35.69126,139.72967,Entire home/apt,7329,1,15,2020-02-21,0.58,7,325,1,M130028736
36857821,5 Min. To Shinjuku Cozy Studio w/ WiFi (Y205),271192264,Tenjin,,Shinjuku Ku,35.69147,139.72776,Entire home/apt,7300,1,7,2020-12-17,0.28,7,365,1,M130028738
36886429,【 ⭐︎コロナ対策充実‼️】清掃、アルコール消毒、ハンドソープ、駐車場&コンビ二へ約５分,277243452,KEITy,,Edogawa Ku,35.66373,139.8677,Entire home/apt,4600,1,12,2020-01-01,0.52,1,365,2,M130018639
36889997,"Uhome Ikebukuro Villa 1A, 9mn on train to Shinjuku",73463626,Feng,,Toshima Ku,35.73516,139.70671,Entire home/apt,8571,1,21,2020-01-21,0.80,42,34,7,M130018612
36890441,"Tokyo Local Stay in Shibamata! Free-Wi-Fi,MAX4",94267174,Yuka,,Katsushika Ku,35.76067,139.87249,Entire home/apt,6857,1,8,2020-02-13,0.86,2,178,3,M130018307
36892342,家族最適、浅草駅3分上野駅10分、秋葉原・銀座・渋谷・お台場直通、交通便利、一軒家和風民泊,277290924,文華,,Taito Ku,35.71297,139.79094,Private room,11208,2,8,2020-02-20,0.30,1,357,0,M130018550
36895943,Full Renewable Energy Building in Asakusa,277300958,Adrien,,Taito Ku,35.71706,139.79822,Entire home/apt,22857,2,28,2020-02-06,1.09,2,351,0,M130018966
36899922,Ueno Residence Hotel Matsumoto｜11P｜2 Bed Room,13700916,Ryo,,Taito Ku,35.70578,139.78064,Hotel room,9714,1,6,2019-12-31,0.24,6,269,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10067号
36900368,HANABI HOTEL Japanese-style 7 Persons Room,275957554,Hanabi,,Shinjuku Ku,35.70292,139.69946,Private room,26600,1,0,,,8,365,0,Hotels and Inns Business Act | 新宿区保健所 | 22新保衛環第00046号
36900728,HANABI HOTEL Japanese-style 8 Persons Room,275957554,Hanabi,,Shinjuku Ku,35.70321,139.69753,Private room,29600,1,0,,,8,365,0,Hotels and Inns Business Act | 新宿区保健所 | 22新保衛環第00046号
36920159,【中層階確約】成田空港から京成線直通♦︎洗濯機キッチン完備のレジデンス,275205512,Randor,,Katsushika Ku,35.74252,139.83409,Entire home/apt,7778,1,45,2020-08-30,1.74,4,73,1,Hotels and Inns Business Act | 葛飾区保健所 | 31葛保生環第344号
36922439,【高層階確約】成田空港から京成線直通♦︎洗濯機キッチン完備のレジデンス,275205512,Randor,,Katsushika Ku,35.74431,139.83342,Entire home/apt,7778,1,26,2021-08-02,0.98,4,65,11,Hotels and Inns Business Act | 葛飾区保健所 | 31葛保生環第351号
36923235,Best location for Tokyo workation! Max 6ppl #RC1,274654435,Kouichi,,Itabashi Ku,35.78335,139.66718,Entire home/apt,9200,1,17,2020-03-16,0.76,9,174,0,Hotels and Inns Business Act | 東京都板橋区保健所 | 31板保生環き　第33号
36923405,Best location for Tokyo workation! Max 6ppl #RC7,274654435,Kouichi,,Itabashi Ku,35.78411,139.6667,Entire home/apt,9200,1,20,2020-02-19,0.78,9,180,0,M130012412
36923567,【6名様まで宿泊可能】成田空港から京成線直通♦︎洗濯機キッチン完備のレジデンス,275205512,Randor,,Katsushika Ku,35.74453,139.83428,Entire home/apt,7778,1,1,2019-08-11,0.04,4,75,0,Hotels and Inns Business Act | 葛飾区保健所 | 31葛保生環第339号
36923821,Best location for Tokyo workation! Max 6ppl #RC6,274654435,Kouichi,,Itabashi Ku,35.78548,139.66695,Entire home/apt,9200,1,23,2020-03-08,0.89,9,180,2,M130012411
36926425,Best location for Tokyo workation! Max 8ppl #RC5,274654435,Kouichi,,Itabashi Ku,35.78504,139.66659,Entire home/apt,9200,1,22,2019-10-23,0.96,9,175,3,Hotels and Inns Business Act | 東京都板橋区保健所 | 31板保生環き　第33号
36926826,Best location for Tokyo workation! Max 6ppl #RC8,274654435,Kouichi,,Itabashi Ku,35.78326,139.66653,Entire home/apt,9200,1,24,2019-11-23,0.95,9,180,0,M130012414
36927061,Best location for Tokyo workation! Max 6ppl #RC3,274654435,Kouichi,,Itabashi Ku,35.7849,139.66688,Entire home/apt,9200,1,19,2019-10-30,0.74,9,178,0,M130012408
36927596,Best location for Tokyo workation! Max 8ppl #RC4,274654435,Kouichi,,Itabashi Ku,35.78354,139.66656,Entire home/apt,9200,1,29,2020-03-01,1.19,9,180,6,Hotels and Inns Business Act | 東京都板橋区 | 31板保生環き　第33号
36934406,Okubo Kearea city/ near Shinjuku / 7 minutes walk,226182927,Anna,,Shinjuku Ku,35.70441,139.69378,Entire home/apt,12371,1,0,,,9,363,0,M130020713
36949857,Traditional cool style house【坐】in front of Skytree,210199913,Satoru,,Sumida Ku,35.70331,139.81247,Entire home/apt,12000,2,29,2019-12-04,1.10,12,0,0,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第341号
36983364,B09-2_2F-Hotel License! Ueno Cozy apartment for 2,246094628,Misa,,Taito Ku,35.72544,139.78658,Entire home/apt,2799,1,18,2019-11-02,0.72,4,267,1,Hotels and Inns Business Act | 台东区台东保健所 | 30台台健生環き第304号
36991868,RUMA INN - 2MINS FROM IKEBUKURO MAXIMUM 9 GUESTS,215606612,Pqd Inc,,Toshima Ku,35.73409,139.73076,Entire home/apt,9000,1,65,2019-11-02,2.51,15,302,25,Hotels and Inns Business Act | 豊島区池袋保健所 | 2豊池保衛環き第190号
36993816,RUMA INN - 2MINS FROM IKEBUKURO MAXIMUM 9 GUESTS,215606612,Pqd Inc,,Toshima Ku,35.73264,139.72898,Entire home/apt,9000,1,50,2021-06-28,1.99,15,305,28,Hotels and Inns Business Act | 豊島区池袋保健所 | 2豊池保衛環き第190号
36994628,★Sale★Ueno/Ginza/Tokyo sta./Asakusa/Airport※2ppl,29966538,Ostay-Jennie,,Taito Ku,35.70962,139.78027,Entire home/apt,8114,1,25,2019-12-16,1.18,21,312,7,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10024号
36994756,RUMA INN - 2MINS FROM IKEBUKURO MAXIMUM 9 GUESTS,215606612,Pqd Inc,,Toshima Ku,35.73386,139.73106,Entire home/apt,13571,1,39,2020-02-01,1.51,15,294,13,Hotels and Inns Business Act | 豊島区池袋保健所 | 31豊池保衛環き第10号
36997670,★Sale★Ueno/Ginza/Tokyo sta./Asakusa/Airport※8ppl,29966538,Ostay-Jennie,,Taito Ku,35.7096,139.77993,Entire home/apt,10571,1,10,2019-12-16,0.39,21,334,4,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10024号
37011094,201A Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75479,139.69597,Entire home/apt,8786,1,19,2019-08-09,0.72,7,150,0,M130017722
37013938,402B Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.7546,139.69537,Entire home/apt,8786,1,12,2019-09-22,0.53,7,148,0,M130017728
37018324,➳築浅➳駅徒歩4分/デザインステイ上野101♕ニューヨーク風スタイリッシュ+FreeWifi,278332086,Yoshi,,Taito Ku,35.70526,139.7822,Entire home/apt,3685,2,26,2020-01-31,1.08,6,46,5,M130019486
37018875,502A Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75288,139.69719,Entire home/apt,8786,1,15,2019-09-09,0.58,7,148,0,M130017730
37019705,601C Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75296,139.69562,Entire home/apt,8786,1,22,2020-03-12,0.85,7,148,1,M130017731
37021818,401C Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75342,139.69718,Entire home/apt,8786,1,19,2020-01-27,0.75,7,148,0,M130017727
37023214,駅徒歩5分、コンビニ・飲食店も近い。赤羽駅にもアクセス良好。,267760184,Sakura,,Kita Ku,35.78058,139.73122,Entire home/apt,11000,2,0,,,2,90,0,Hotels and Inns Business Act | 東京都北区保健所 | 31北健生環き第36号
37023858,501C Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75113,139.69794,Entire home/apt,8786,1,22,2019-08-03,0.85,7,148,1,M130017729
37029572,落ち着いた雰囲気、新大久保駅徒歩3分、2人まで滞在可、コンクリート打ちっぱなしのお洒落な外観,122932651,Hiroko,,Shinjuku Ku,35.70238,139.70195,Entire home/apt,4643,2,26,2020-03-26,1.02,3,4,3,M130017481
37032562,目黒恵比寿エリア　高級住居　キッチン設備充実、駐車場付き,278439922,Min,,Meguro Ku,35.63589,139.71003,Entire home/apt,6543,1,7,2021-03-22,0.72,2,139,5,M130017615
37038135,Shinjuku Kabukicho2 / Shinjuku 3min walk,226182927,Anna,,Shinjuku Ku,35.69703,139.70324,Entire home/apt,14443,1,1,2019-12-09,0.05,9,355,0,M130012472
37039901,Okubo Kearea city/ near Shinjuku / 7 minutes walk,216544001,Anna,,Shinjuku Ku,35.70473,139.69183,Entire home/apt,13314,1,2,2019-12-26,0.09,11,363,0,M130012472
37041899,Okubo Kearea city/ near Shinjuku / 7 minutes walk,205906665,Anna,,Shinjuku Ku,35.70542,139.69356,Entire home/apt,27179,1,0,,,9,364,0,M130020713
37063861,Nishi-Ogikubo 1 Bedroom Studio Type-C 6F,18776800,LiveinAsia,,Suginami Ku,35.70433,139.59883,Entire home/apt,12000,3,3,2019-10-28,0.12,18,149,0,M130018589
37094571,"RUSTIC,10min,to IKEBUKURO,5min.walk NARIMASU metro",279026719,Miho,,Nerima Ku,35.77443,139.62725,Private room,4750,2,5,2019-11-07,0.19,4,89,0,M130018797
37097791,"[Rurban-202] Near Shinjyuku, GHIBLI Mus!!",44129333,Yuichi,,Suginami Ku,35.70494,139.59808,Entire home/apt,7750,1,29,2019-12-31,1.12,3,57,3,M130028836
37097919,Classical Japanese House in Shinjuku / Free WiFi,144246778,BIG House,,Shinjuku Ku,35.69833,139.70757,Entire home/apt,5900,1,41,2020-01-25,1.60,31,87,0,Hotels and Inns Business Act | 東京都新宿保健所​ | 30新保衛環第129号
37099272,【NEW OPEN!】GREAT ACCESS TO SHIBUYA & SHINJUKU! 5PP,278445388,Plays,,Minato Ku,35.64318,139.72715,Private room,32000,3,0,,,1,177,0,M130018569
37131368,H146【Reduction in Price】Shinjuku7min/Max10/WiFi,49919250,Ryouko&Yosuke,,Shinjuku Ku,35.69412,139.69571,Entire home/apt,7359,2,94,2021-09-12,3.62,1,75,47,Hotels and Inns Business Act | 東京都新宿区保健所 | 31新保衛環第154号
37141472,EX s-rea TOKYO 101 TDL/Tokyo DisneyLand/DisneySea!,118653711,Erina,,Edogawa Ku,35.66375,139.87174,Entire home/apt,5172,1,30,2019-11-08,1.15,16,112,5,M130018753
37142473,EX s-rea TOKYO 201 TDL/Tokyo DisneyLand/DisneySea!,118653711,Erina,,Edogawa Ku,35.66389,139.87122,Entire home/apt,5172,1,38,2020-01-27,1.46,16,63,10,M130018755
37142637,Good location for Tokyo trip ! max8+homewifi!#DK1,278854102,Daiki,,Nakano Ku,35.71065,139.68943,Entire home/apt,2185000,1,9,2020-02-29,0.39,1,118,0,Hotels and Inns Business Act | 東京都新宿区保健所 | 31新保衛環第77号
37143504,s-rea TOKYO 301 TDL/Tokyo Disneyland/Disneyland!!,118653711,Erina,,Edogawa Ku,35.66355,139.86975,Entire home/apt,5172,1,20,2021-03-05,0.79,16,123,4,M130018756
37162547,YADOYA Hakuteian Japanese style House in Asakusa,176875986,Yadoya,,Taito Ku,35.72477,139.79811,Entire home/apt,13200,1,15,2019-12-19,0.58,29,179,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10046号
37185693,Families★Fully renovated house★6 min to station★,279880956,Jomira,,Sumida Ku,35.73092,139.81711,Entire home/apt,5966,2,46,2020-02-28,1.77,1,182,6,Hotels and Inns Business Act | 東京都墨田区 | ３１墨福衛生環第７５号
37187567,6min Station*ShinjukuComfy&Private/Wifi#302,266657724,Hatsumi,,Shinjuku Ku,35.71261,139.70989,Entire home/apt,5643,2,33,2020-09-13,1.39,3,304,5,M130029706
37188258,5 mins Sta Cozy house in Shijuku #102,196525658,Akari,,Shinjuku Ku,35.68976,139.68753,Entire home/apt,3788,2,30,2020-02-29,1.16,5,329,7,M130018468
37194919,浅草202-100inchプロジェクターシアタールームDVDNetflixAmazonPrime設置,79948554,You Zhu,,Taito Ku,35.71451,139.79966,Entire home/apt,6553,1,2,2019-08-28,0.08,17,90,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10048号
37194943,Shinagawa Wisteria Residence near Meguro & Shibuya,220846094,Mami,,Shinagawa Ku,35.60748,139.71448,Entire home/apt,13874,14,25,2019-10-27,1.00,1,59,9,Hotels and Inns Business Act | 東京都品川区保健所 | 31品保生環き第28号
37205302,最大5人！池袋商圈徒步5分*池袋·新宿·涩谷靠近·机场直达！Ikebukuro/全新房源202,239039240,明,,Toshima Ku,35.73476,139.70802,Entire home/apt,12500,1,4,2020-01-01,0.17,3,56,0,M130018759
37207671,池袋商圈徒步5分*池袋·新宿·涩谷靠近·机场直达！Ikebukuro/Shinjuku/新房源201,239039240,明,,Toshima Ku,35.73476,139.70972,Entire home/apt,7199,1,10,2020-01-07,0.38,3,90,0,M130018758
37208471,池袋商圈徒步5分*池袋·新宿·涩谷靠近·机场直达！Ikebukuro/Shinjuku/新房源302,239039240,明,,Toshima Ku,35.73666,139.70967,Entire home/apt,6700,1,9,2020-01-25,0.40,3,0,0,M130018760
37223587,3 minutes walk- Okachimachi station Private  Room,115399232,Shrestha,,Taito Ku,35.70336,139.77329,Hotel room,3998,1,6,2019-10-13,0.72,7,351,4,Hotels and Inns Business Act | 台東区台東保健所 | 30台台健生環き第281号
37235579,マンスリー40%引/#102成田･羽田乗換なし/駅5分/浅草9分/ｽｶｲﾂﾘｰ6分/TDR直通バス,91235096,Kayo,,Katsushika Ku,35.74987,139.85755,Entire home/apt,6400,1,20,2019-09-30,0.86,8,180,1,M130019022
37239863,Modern 20m2 Room 1 min from Higashi-Shinjuku St,111483837,Seiji,,Shinjuku Ku,35.69873,139.707,Entire home/apt,3600,2,53,2020-09-30,2.11,2,37,20,M130018681
37253894,羽田空港へアクセス抜群！広い空間提供の民泊宿にようこそ。delamo room401,271108573,Nanbu,,Ota Ku,35.5482,139.7467,Private room,3571,1,5,2021-05-17,0.22,2,57,4,M130020135
37260907,"COZY10min to IKEBUKURO,5min.walk to NARIMASU metro",279026719,Miho,,Nerima Ku,35.77392,139.62709,Private room,4990,2,9,2020-01-02,0.36,4,89,0,M130018797
37262415,"和風10min to IKEBUKURO,5min.walk NARIMASU metrost",279026719,Miho,,Nerima Ku,35.77595,139.62941,Private room,4950,2,9,2020-01-15,0.35,4,89,0,M130018797
37265135,Newly Opened Asakusa area /Sky tree/ Free Wifi,49020684,Takafumi,,Sumida Ku,35.70575,139.8052,Hotel room,15400,1,4,2019-11-02,0.17,2,0,0,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第325号
37295844,"Roomy and Cozy Apt near Asakusa ,2minSTA +WiFi",274942369,暁一,,Taito Ku,35.69864,139.78798,Entire home/apt,9500,2,38,2021-02-27,1.55,2,106,13,Hotels and Inns Business Act | 東京都台東区保健所 | 30台台健生環き第336号
37297579,［701］Max 4 people/Metro 1min! Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70618,139.79226,Entire home/apt,11429,1,41,2020-03-14,1.59,14,31,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第254号
37301037,10 min Asakusa Sta.!!/Nearly Asakusa & Ueno/#402,225502231,Akemi,,Taito Ku,35.71693,139.79835,Entire home/apt,3500,2,40,2019-11-22,1.54,4,235,2,M130018399
37305656,NO SERVICE HOTEL 301 / 7 min to ASAKUSA,280842716,No Service Hotel,,Taito Ku,35.70819,139.79181,Hotel room,13286,1,6,2020-07-26,0.26,2,179,2,Hotels and Inns Business Act | 東京都台東区台東保健所 | ３１台台健生環き第１００３７号
37309681,NO SERVICE HOTEL 401 / 7 min to ASAKUSA,280842716,No Service Hotel,,Taito Ku,35.70646,139.78985,Hotel room,19400,1,5,2019-10-21,0.22,2,177,2,Hotels and Inns Business Act | 東京都台東区台東保健所 | ３１台台健生環き第１００３７号
37328284,"65㎡, 6 guests, Modern&Traditional Condo - Asakusa*",277300958,Adrien,,Taito Ku,35.71851,139.79765,Entire home/apt,14000,2,33,2021-04-18,1.31,2,71,14,M130018965
37339582,SHINJUKU | Designer 3F House | Sanitized,4626879,Tracey,,Shinjuku Ku,35.68384,139.68924,Entire home/apt,17939,1,15,2021-06-28,0.64,5,175,1,M130018884
37339877,Monthly Rentals Apt. Near Kagurazaka Area 10F,233431144,Asako,,Shinjuku Ku,35.70054,139.72267,Entire home/apt,22786,31,0,,,6,272,0,M130014545
37401769,Nprkg #201 Hamura0.6/Yokota1.5mi 2ppl Tokyo suburb,38919757,Max Masaking,,Hamura Shi,35.75033,139.314,Entire home/apt,3086,1,16,2021-02-08,0.99,8,88,6,M130023179
37403399,4分钟直达新宿新建旅馆Urban place 205,275916556,Hayashi,,Nakano Ku,35.70749,139.67333,Entire home/apt,3980,1,19,2020-11-01,0.94,7,0,12,Hotels and Inns Business Act | 中野区中野保健所 | 31中健衛環第248号
37404176,"New!3min walk near station, UenoPark#Wifi #201",16894613,Mieca,,Taito Ku,35.71486,139.77853,Private room,7500,3,38,2020-02-23,1.56,5,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10050号
37411878,【Monthly stay】Near Skytree Brand new Bldg#101,282023368,Ichiro,,Sumida Ku,35.70183,139.80185,Entire home/apt,5086,2,19,2019-12-09,0.76,9,273,1,M130019055
37412413,【Monthly stay】Near Skytree Brand new Bldg#102,282023368,Ichiro,,Sumida Ku,35.69996,139.80119,Entire home/apt,5086,2,20,2020-03-03,0.83,9,334,0,M130019056
37412710,【Monthly stay】Near Skytree Brand new Bldg#201,282023368,Ichiro,,Sumida Ku,35.69977,139.8012,Entire home/apt,4871,2,16,2020-01-15,0.69,9,354,0,M130019057
37432488,【Monthly stay】Near Skytree Brand new Bldg#202,282023368,Ichiro,,Sumida Ku,35.70187,139.80103,Entire home/apt,4871,2,24,2020-03-23,0.94,9,365,2,M130019058
37433202,"Famous Shibuya Crossing, New Room Open 8mits walk!",33947232,Ko,,Shibuya Ku,35.65317,139.71035,Entire home/apt,6205,3,4,2021-08-03,0.40,2,342,4,M130026884
37434166,【Monthly stay】Near Skytree Brand new Bldg#301,282023368,Ichiro,,Sumida Ku,35.70166,139.80049,Entire home/apt,4871,2,18,2019-12-17,0.73,9,365,3,M130019059
37434251,【Monthly stay】Near Skytree Brand new Bldg#302,282023368,Ichiro,,Sumida Ku,35.70125,139.80058,Entire home/apt,5086,2,25,2019-12-31,0.98,9,304,6,M130019060
37434348,【Monthly stay】Near Skytree Brand new Bldg#401,282023368,Ichiro,,Sumida Ku,35.70175,139.80099,Entire home/apt,4800,2,13,2021-06-21,0.54,9,314,1,M130019061
37434439,【Monthly stay】Near Skytree Brand new Bldg#402,282023368,Ichiro,,Sumida Ku,35.70192,139.80072,Entire home/apt,4599,2,25,2020-01-15,1.06,9,353,3,M130019062
37434558,【Monthly stay】Near Skytree Brand new Bldg#502,282023368,Ichiro,,Sumida Ku,35.70128,139.80251,Entire home/apt,4599,2,24,2020-01-20,0.95,9,349,3,M130019063
37440377,GS101/ShinJuku(shinookubo)*Free Wi-Fi*,270442113,Shinjuku Global,,Shinjuku Ku,35.70438,139.69925,Entire home/apt,4143,1,0,,,5,173,0,Hotels and Inns Business Act | 新宿区保健所長 | 31新保衛環第72号
37460746,New 17ppl Ueno Asakusa Akihabara 1 min station,49376551,Taka,,Arakawa Ku,35.73576,139.77529,Entire home/apt,13857,2,16,2020-01-05,0.70,1,178,1,Hotels and Inns Business Act | 東京都荒川区保健所 | ３１荒保衛環き(三)第１４号
37466156,SALE! New APT for 2 near Ikebukuro. FREE WIFI.,63555272,Andrea,,Toshima Ku,35.73489,139.72595,Entire home/apt,6500,1,16,2020-03-02,0.62,1,188,0,M130016951
37467667,Tokyo SkyTree 10min! Entire house w/roof top! Max8,265051449,Yuka,,Sumida Ku,35.71388,139.81726,Entire home/apt,13429,1,39,2020-03-11,1.51,2,87,21,M130018761
37472716,Free WiFi◆Within 2min:JR・Toei Line◆Single room,44885683,顕一,,Chuo Ku,35.69268,139.78349,Hotel room,4230,1,2,2020-03-16,0.10,4,17,0,Hotels and Inns Business Act | 中央区保健所長 中橋 猛 | 27 中保生環き 第 174号
37473172,GS102/ShinJuku(shinookubo)*Free Wi-Fi*,270442113,Shinjuku Global,,Shinjuku Ku,35.70434,139.70147,Entire home/apt,4143,1,20,2021-06-16,0.78,5,239,18,Hotels and Inns Business Act | 新宿区保健所長 | 31新保衛環第72号
37473409,Free WiFi◆Within 3min:JR・Toei Line◆Twin Room,44885683,顕一,,Chuo Ku,35.69268,139.78349,Hotel room,5640,1,9,2020-03-04,0.39,4,17,0,Hotels and Inns Business Act | 中央区保健所長 中橋 猛 | 27 中保生環き 第 174号
